Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
m5.large,November 2017,2,96,Xeon Platinum 8175M,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.xlarge,November 2017,4,96,Xeon Platinum 8175M,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.2xlarge,November 2017,8,96,Xeon Platinum 8175M,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.4xlarge,November 2017,16,96,Xeon Platinum 8175M,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,7.8,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.8xlarge,June 2019,32,96,Xeon Platinum 8175M,128,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,32.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,15.5,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.12xlarge,November 2017,48,96,Xeon Platinum 8175M,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,23.3,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.16xlarge,June 2019,64,96,Xeon Platinum 8175M,256,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,64.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,31.1,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.24xlarge,November 2017,96,96,Xeon Platinum 8175M,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.metal,February 2019,96,96,Xeon Platinum 8175M,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5a.large,November 2018,2,96,EPYC 7571,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
m5a.xlarge,November 2018,4,96,EPYC 7571,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,2.5 GHz AMD EPYC 7000 Series Processor
m5a.2xlarge,November 2018,8,96,EPYC 7571,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,2.5 GHz AMD EPYC 7000 Series Processor
m5a.4xlarge,November 2018,16,96,EPYC 7571,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,13.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,7.8,2.5 GHz AMD EPYC 7000 Series Processor
m5a.8xlarge,June 2019,32,96,EPYC 7571,128,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,26.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,15.5,2.5 GHz AMD EPYC 7000 Series Processor
m5a.12xlarge,November 2018,48,96,EPYC 7571,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,23.3,2.5 GHz AMD EPYC 7000 Series Processor
m5a.16xlarge,June 2019,64,96,EPYC 7571,256,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,53.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,31.1,2.5 GHz AMD EPYC 7000 Series Processor
m5a.24xlarge,November 2018,96,96,EPYC 7571,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,80.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.large,March 2019,2,96,EPYC 7571,8,384,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,1.2,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.xlarge,March 2019,4,96,EPYC 7571,16,384,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,2.4,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.2xlarge,March 2019,8,96,EPYC 7571,32,384,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,4.8,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.4xlarge,March 2019,16,96,EPYC 7571,64,384,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,13.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,9.7,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.8xlarge,March 2019,32,96,EPYC 7571,128,384,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,26.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,19.4,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.12xlarge,March 2019,48,96,EPYC 7571,192,384,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,29.1,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.16xlarge,March 2019,64,96,EPYC 7571,256,384,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,53.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,38.8,2.5 GHz AMD EPYC 7000 Series Processor
m5ad.24xlarge,March 2019,96,96,EPYC 7571,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,80.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,58.2,2.5 GHz AMD EPYC 7000 Series Processor
m5d.large,June 2018,2,96,Xeon Platinum 8175M,8,384,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,1.2,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.xlarge,June 2018,4,96,Xeon Platinum 8175M,16,384,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,2.4,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.2xlarge,June 2018,8,96,Xeon Platinum 8175M,32,384,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,4.8,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.4xlarge,June 2018,16,96,Xeon Platinum 8175M,64,384,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,9.7,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.8xlarge,June 2019,32,96,Xeon Platinum 8175M,128,384,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,32.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,19.4,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.12xlarge,June 2018,48,96,Xeon Platinum 8175M,192,384,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,29.1,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.16xlarge,June 2019,64,96,Xeon Platinum 8175M,256,384,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,64.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,38.8,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.24xlarge,June 2018,96,96,Xeon Platinum 8175M,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,58.2,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.metal,February 2019,96,96,Xeon Platinum 8175M,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,58.2,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5dn.large,October 2019,2,96,Xeon Platinum 8259CL,8,384,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,1.2,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.xlarge,October 2019,4,96,Xeon Platinum 8259CL,16,384,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,2.4,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,32,384,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,4.8,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,64,384,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,9.7,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,128,384,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,19.4,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,192,384,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,29.1,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,256,384,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,38.8,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,58.2,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.metal,February 2021,96,96,Xeon Platinum 8259CL,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,400.0,0.0,100.0,2010.4,58.2,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.large,October 2019,2,96,Xeon Platinum 8259CL,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.xlarge,October 2019,4,96,Xeon Platinum 8259CL,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,7.8,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,128,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,28.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,15.5,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,23.3,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,256,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,56.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,31.1,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.metal,February 2021,96,96,Xeon Platinum 8259CL,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5zn.large,December 2020,2,48,Xeon Platinum 8252C,8,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,1.6,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.xlarge,December 2020,4,48,Xeon Platinum 8252C,16,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,3.2,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.2xlarge,December 2020,8,48,Xeon Platinum 8252C,32,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,6.5,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.3xlarge,December 2020,12,48,Xeon Platinum 8252C,48,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,24.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,9.7,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.6xlarge,December 2020,24,48,Xeon Platinum 8252C,96,192,EBS Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,19.4,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.12xlarge,December 2020,48,48,Xeon Platinum 8252C,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,38.9,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.metal,December 2020,48,48,Xeon Platinum 8252C,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,244.1,0.0,0.0,100.0,1344.1,38.9,Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m6g.medium,December 2019,1,64,Graviton2,4,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.80,1.20,1.60,2.40,0.0,0.0,0.0,0.0,0.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,0.6,AWS Graviton2 (ARM)
m6g.large,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,1.2,AWS Graviton2 (ARM)
m6g.xlarge,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,2.4,AWS Graviton2 (ARM)
m6g.2xlarge,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,4.8,AWS Graviton2 (ARM)
m6g.4xlarge,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,9.6,AWS Graviton2 (ARM)
