Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
t3.medium,August 2018,2,96,Xeon Platinum 8175M,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t3.large,August 2018,2,96,Xeon Platinum 8175M,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t3.xlarge,August 2018,4,96,Xeon Platinum 8175M,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,2.5 GHz Intel Scalable Processor
t3.2xlarge,August 2018,8,96,Xeon Platinum 8175M,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,2.5 GHz Intel Scalable Processor
t3a.nano,April 2019,2,96,EPYC 7571,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.10,0.15,0.20,0.30,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
t3a.micro,April 2019,2,96,EPYC 7571,1,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.20,0.30,0.40,0.60,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
t3a.small,April 2019,2,96,EPYC 7571,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.40,0.60,0.80,1.20,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
t3a.medium,April 2019,2,96,EPYC 7571,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.80,1.20,1.60,2.40,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
t3a.large,April 2019,2,96,EPYC 7571,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,1.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz AMD EPYC 7000 Series Processor
t3a.xlarge,April 2019,4,96,EPYC 7571,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,3.3,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,2.5 GHz AMD EPYC 7000 Series Processor
t3a.2xlarge,April 2019,8,96,EPYC 7571,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,6.7,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,2.5 GHz AMD EPYC 7000 Series Processor
t4g.nano,September 2020,2,64,Graviton2,0.5,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.10,0.15,0.20,0.30,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,1.2,Baseline Performance / vCPU 5%
